recommendationid,appid,game,author_steamid,author_num_games_owned,author_num_reviews,author_playtime_forever,author_playtime_last_two_weeks,author_playtime_at_review,author_last_played,language,review,timestamp_created,timestamp_updated,voted_up,votes_up,votes_funny,weighted_vote_score,comment_count,steam_purchase,received_for_free,written_during_early_access,hidden_in_steam_china,steam_china_location
148919893,10,Counter-Strike,76561199036724879,0,3,197,197,197,1698336369,russian,"старость",1698336397,1698336397,1,0,0,0.0,0,1,0,0,1,""
148919350,10,Counter-Strike,76561198826729322,0,21,441,37,441,1698335809,russian,"Лучше кс 2",1698335821,1698335821,1,0,0,0.0,0,1,0,0,1,""
148913051,10,Counter-Strike,76561199101237625,7,1,1440,1440,1313,1698338635,turkish,"çoh iyi ama pahalı",1698329862,1698329862,1,0,0,0.0,0,1,0,0,1,""
148912714,10,Counter-Strike,76561198347582422,11,4,1636,83,1612,1698341834,russian,"топ",1698329555,1698329555,1,0,0,0.0,0,1,0,0,1,""
148912575,10,Counter-Strike,76561198363716821,0,2,197,41,197,1698329401,english,"GOAT Game !!",1698329419,1698329419,1,0,0,0.0,0,1,0,0,1,""
148906148,10,Counter-Strike,76561198198293481,22,2,1685,70,1649,1698323046,russian,"топ",1698321840,1698321840,1,0,0,0.0,0,1,0,0,1,""
148905699,10,Counter-Strike,76561198820122182,88,39,11,0,11,1695752100,turkish,"eskisi kadar sarmiyor",1698321259,1698321259,1,0,0,0.0,0,0,0,0,1,""
148900627,10,Counter-Strike,76561198346217916,0,2,45119,503,45119,1698157431,russian,"Идеальная",1698314419,1698314419,1,0,0,0.0,0,1,0,0,1,""
148899121,10,Counter-Strike,76561199143791757,9,4,1271,973,1202,1698338304,russian,"топ",1698312060,1698312060,1,0,0,0.0,0,1,0,0,1,""
148898785,10,Counter-Strike,76561198853145449,491,60,721,0,721,1660831719,schinese,"史上最优秀的fps游戏，众多国产游戏抄袭的对象，永远无法跨越的经典",1698311451,1698311451,1,0,0,0.0,0,1,0,0,1,""
148895540,10,Counter-Strike,76561198134752176,69,1,12107,0,12107,1670487891,english,"First crush. Always in my heart.",1698306096,1698306096,1,0,0,0.0,0,0,0,0,1,""
148895230,10,Counter-Strike,76561197985437504,0,5,42519,3,42515,1698305811,english,"best version of cs ever, history.",1698305569,1698305569,1,0,0,0.0,0,0,0,0,1,""
148890174,10,Counter-Strike,76561199240943468,0,3,6543,221,6322,1698309444,spanish,"Simplemente Joya",1698295972,1698295972,1,0,0,0.0,0,1,0,0,1,""
148886265,10,Counter-Strike,76561199019766609,52,1,25944,449,25944,1697507624,latam,"No sé que cosa daba más miedo, un tipo usando la awp como un profesional o que el dueño del ciber te diga: ""Joven, le quedan 5 minutos de su media hora"".",1698288485,1698288485,1,0,0,0.0,0,0,1,0,1,""
148886126,10,Counter-Strike,76561199549732430,0,2,7818,2968,7704,1698294323,spanish,"2023 y esto sigue siendo una joya! todavia queda cs 1.6 pa rato!",1698288275,1698288275,1,0,0,0.0,0,1,0,0,1,""
148885183,10,Counter-Strike,76561199108663568,0,1,317,306,278,1698331093,latam,"es un juegaso literal",1698286648,1698286648,1,0,0,0.0,0,1,0,0,1,""
148882186,10,Counter-Strike,76561198017029769,8,1,89,12,77,1698282734,brazilian,top,1698281414,1698281414,1,0,0,0.0,0,0,1,0,1,""
148881526,10,Counter-Strike,76561199090138342,49,31,141,25,115,1698282241,schinese,"cs2不好玩 以后就玩1.6了",1698280257,1698280257,1,0,0,0.0,0,1,0,0,1,""
148875516,10,Counter-Strike,76561198125709322,0,1,5684,66,5617,1698324019,spanish,"El mejor juego de la historia mundial, un clasico que nos llena de nostalgia a los +25",1698270350,1698270350,1,0,0,0.0,0,1,0,0,1,""
148872044,10,Counter-Strike,76561199472918507,0,1,1762,1753,1674,1698334424,russian,"Я Люблю Кс 1.6",1698265715,1698265715,1,0,0,0.0,0,1,0,0,1,""
148871274,10,Counter-Strike,76561199046220129,41,1,24396,19,24396,1697294069,turkish,"Hala eğlencesine oynanır :)",1698264667,1698264667,1,0,0,0.0,0,0,1,0,1,""
148870840,10,Counter-Strike,76561199509804538,0,5,189,76,189,1698264096,latam,"Tremendo juegazo",1698264111,1698264111,1,0,0,0.0,0,1,0,0,1,""
148868788,10,Counter-Strike,76561199278250934,16,3,102,20,81,1698262896,turkish,"TARİHİN EN İYİ OYUNUDUR >3",1698261508,1698261508,1,0,0,0.0,0,1,0,0,1,""
148868716,10,Counter-Strike,76561199488029638,0,1,411,230,407,1698276226,spanish,"BLEEEH ",1698261406,1698261406,1,0,0,0.476190477609634,0,1,0,0,1,""
148868089,10,Counter-Strike,76561197966981490,0,1,163455,91,163455,1698238558,brazilian,"Melhor jogo da história.",1698260592,1698260592,1,1,0,0.523809552192688,0,0,0,0,1,""
148865538,10,Counter-Strike,76561199015747395,71,34,30,0,30,1639627518,english,"a game everyone needs, but not to play.",1698257515,1698257515,1,0,0,0.0,0,1,0,0,1,""
148865366,10,Counter-Strike,76561198366203528,0,1,4619,74,4576,1698261034,russian,),1698257319,1698257319,1,0,0,0.0,0,1,0,0,1,""
148864236,10,Counter-Strike,76561199263126362,0,3,1076,206,1076,1698255827,ukrainian,"Регає краще ніж в ксго, кс 2 Імба",1698255993,1698255993,1,0,0,0.0,0,1,0,0,1,""
148862089,10,Counter-Strike,76561199479067349,5,6,209,200,209,1697757761,english,"old but gold",1698253394,1698253394,1,1,0,0.523809552192688,0,1,0,0,1,""
148862058,10,Counter-Strike,76561199556692609,4,1,709,709,387,1698336227,polish,gfgg,1698253354,1698253354,1,0,0,0.0,0,1,0,0,1,""
148860038,10,Counter-Strike,76561199017466943,127,29,34,34,34,1698175852,turkish,"en iyi oyun",1698251083,1698251083,1,0,0,0.0,0,1,0,0,1,""
148858614,10,Counter-Strike,76561199227440577,20,2,2191,403,2165,1698321092,turkish,"nostalji baba bambaşka bi oyun ya",1698249512,1698249512,1,0,0,0.0,0,0,0,0,1,""
148857440,10,Counter-Strike,76561199024410666,0,2,275,137,275,1698248193,romanian,"jocul copilariei mele",1698248256,1698248256,1,0,0,0.0,0,1,0,0,1,""
148855799,10,Counter-Strike,76561199093126476,44,3,396,0,396,1695646111,russian,"Легенда",1698246469,1698246469,1,1,0,0.507042229175568,0,1,0,0,1,""
148855322,10,Counter-Strike,76561199245208154,7,4,670,583,616,1698249857,russian,"топ",1698245959,1698245959,1,1,0,0.507042229175568,0,0,0,0,1,""
148855191,10,Counter-Strike,76561199523433227,4,1,11497,2588,11393,1698338802,polish,"(　-_･) ︻デ═一 ▸",1698245819,1698245819,1,0,0,0.0,0,1,0,0,1,""
148855125,10,Counter-Strike,76561198099226325,55,5,534,0,534,1696945395,romanian,"A veteran game, what can I say, good luck have fun.",1698245750,1698245750,1,0,0,0.0,0,1,0,0,1,""
148853495,10,Counter-Strike,76561199062849169,6,1,8073,1,8073,1697213380,english,y,1698243996,1698243996,1,0,0,0.0,0,1,0,0,1,""
148852243,10,Counter-Strike,76561198411629175,11,2,3106,0,3106,1684517984,russian,"лучше чем кс 2",1698242601,1698242601,1,1,0,0.507042229175568,0,1,0,0,1,""
148851019,10,Counter-Strike,76561198143459823,116,1,63,12,63,1698099183,english,"cs2 update made the game barely playable on my laptop, decided to give the good old classics a try, had this in my library for a while  this game is nearly impossible to play in 2023 due to most community servers being a cesspool of ugly, visually distracting customization that shits on original game's solid half-life low poly aesthetics, power creeping admins and pay to win donation systems, absolutely unbearable community - most people on the closest servers with playable ping rates were not very well-adjusted eastern european boomers who grew up with it, this game's main audience really, and the worst on top of everything - servers that can inject your pc with malicious software, since there is zero restriction or review process on what custom content server admins can force you to download  in the best case you can have some fun with bots (that you have to set up manually, there is a guide, though i swear to god they were a part of the game before?) but you can only play so much with bots  all in all more of a museum artifact of a long gone online gaming era than an actual playable game  a damn shame",1698241327,1698241327,0,4,0,0.536979854106903,0,1,0,0,1,""
148850806,10,Counter-Strike,76561199234792409,13,1,2838,641,2770,1698306061,turkish,"EVET ÇOK GÜZEL DİĞER OYUNCULARA ÖNERİYORUM",1698241090,1698241090,1,0,0,0.0,0,1,0,0,1,""
148850672,10,Counter-Strike,76561198354806113,10,2,3394,232,3260,1698337627,english,"GAY NIGGER GAME",1698240929,1698240929,0,0,0,0.436507940292358,0,1,0,0,1,""
148848260,10,Counter-Strike,76561198124399443,8,3,952,6,952,1697995912,russian,"Ну норм",1698237896,1698237896,1,1,0,0.507042229175568,0,1,0,0,1,""
148844981,10,Counter-Strike,76561199160832303,0,16,285,31,285,1698233831,russian,"Выебал дед педофил 50 лет",1698233857,1698233857,0,1,0,0.507042229175568,0,1,0,0,1,""
148842916,10,Counter-Strike,76561199516653762,20,6,87,0,87,1694943342,russian,"мне не дали 5грамм мефа кладмен мудак ",1698231387,1698231387,1,1,0,0.507042229175568,0,1,0,0,1,""
148841827,10,Counter-Strike,76561199475469736,0,4,189,75,189,1698230002,russian,"правильный контр страйк",1698230046,1698230046,1,1,0,0.507042229175568,0,1,0,0,1,""
148841052,10,Counter-Strike,76561198248195962,0,1,52358,574,52358,1698142916,romanian,.,1698228722,1698228722,1,0,0,0.0,0,1,0,0,1,""
148840908,10,Counter-Strike,76561198423949209,23,14,84,0,84,1686070449,russian,"поставь лайк если любишь маму ⠄⠄⣿⣿⣿⣿⠘⡿⢛⣿⣿⣿⣿⣿⣧⢻⣿⣿⠃⠸⣿⣿⣿⠄⠄⠄⠄⠄ ⠄⠄⣿⣿⣿⣿⢀⠼⣛⣛⣭⢭⣟⣛⣛⣛⠿⠿⢆⡠⢿⣿⣿⠄⠄⠄⠄⠄ ⠄⠄⠸⣿⣿⢣⢶⣟⣿⣖⣿⣷⣻⣮⡿⣽⣿⣻⣖⣶⣤⣭⡉⠄⠄⠄⠄⠄ ⠄⠄⠄⢹⠣⣛⣣⣭⣭⣭⣁⡛⠻⢽⣿⣿⣿⣿⢻⣿⣿⣿⣽⡧⡄⠄⠄⠄ ⠄⠄⠄⠄⣼⣿⣿⣿⣿⣿⣿⣿⣿⣶⣌⡛⢿⣽⢘⣿⣷⣿⡻⠏⣛⣀⠄⠄ ⠄⠄⠄⣼⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣦⠙⡅⣿⠚⣡⣴⣿⣿⣿⡆⠄ ⠄⠄⣰⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣷⠄⣱⣾⣿⣿⣿⣿⣿⣿⠄ ⠄⢀⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⢸⣿⣿⣿⣿⣿⣿⣿⣿⠄ ⠄⣸⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⡿⠣⣿⣿⣿⣿⣿⣿⣿⣿⣿⠄ ⠄⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⠿⠛⠑⣿⣮⣝⣛⠿⠿⣿⣿⣿⣿⠄ ⢠⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣶⠄⠄⠄⠄⣿⣿⣿⣿⣿⣿⣿⣿⣿⡟",1698228491,1698228491,1,2,1,0.545454561710358,0,1,0,0,1,""
148837001,10,Counter-Strike,76561198951770471,9,3,339,137,201,1698339885,russian,"олдскул",1698221747,1698221747,1,0,0,0.0,0,1,0,0,1,""
148836623,10,Counter-Strike,76561199546360052,23,3,1817,1817,303,1698328456,english,"Counter-Strike 1.6 was a significant part of my childhood. It was the first FPS game I ever played, and I first experienced it in 2005 on my oldest Steam account, which, unfortunately, I no longer use.   My memories from the days of playing Counter-Strike 1.6 are filled with joy and excitement. I recall the long nights spent gaming with friends, where we fought together in the game and forged friendships that extended far beyond the computer screen  We learned to cooperate, communicate, and trust each other to win matches. These experiences shaped my social skills and taught me the importance of teamwork.  Some of my closest friends today are the ones I met on various Counter-Strike servers. We didn't just share virtual battles but also life's joys and challenges. These friendships are precious, and I'm grateful for the memories we've created together.  Even though time has passed, and we may have lost touch, the memories of those good old Counter-Strike days will always be a part of me. It's amazing how a game could connect us and create lasting friendships that will endure a lifetime. ❤️",1698221018,1698221018,1,2,0,0.545454561710358,0,1,0,0,1,""
148836575,10,Counter-Strike,76561198118266964,194,3,469,50,456,1698221936,english,shoot,1698220924,1698220924,1,0,0,0.0,0,1,0,0,1,""
148836112,10,Counter-Strike,76561199080052320,63,14,6319,2962,6009,1698302842,russian,"Зашёл, вспомнил детство и сразу забыл, ведь я рак которого нужно насиловать до потери пульса, а так мужики френдли. Заходите на Правильный PUBLIC. Это самый френдли сервер! Вот IP - 37.230.137.35:27015 Всех ждём! С Уважением - комьюнити Counter-Strike 1.6.",1698220114,1698220114,1,0,0,0.0,0,1,0,0,1,""
148834947,10,Counter-Strike,76561198959509879,27,4,306,223,195,1698315131,english,GOATED,1698217858,1698217858,1,0,0,0.0,0,1,0,0,1,""
148833270,10,Counter-Strike,76561199474353873,0,4,494,10,484,1698219728,russian,"Нормальная у вас дочка, ебать, ножки, жепа, СИСКИ-взрыв пиписьки, все при себе)))",1698214390,1698214390,1,0,0,0.0,0,1,0,0,1,""
148832572,10,Counter-Strike,76561199224784042,0,1,7056,116,7005,1698218238,brazilian,bom,1698212912,1698212912,1,0,0,0.0,0,1,0,0,1,""
148832333,10,Counter-Strike,76561198291625436,8,2,1960,686,1839,1698337644,russian,"Играть всем !)",1698212439,1698212439,1,0,0,0.0,0,1,0,0,1,""
148826571,10,Counter-Strike,76561199231448879,31,8,97,0,97,1696708203,russian,"валв скатились что с графикой бош",1698202324,1698202324,1,0,0,0.0,0,1,0,0,1,""
148824258,10,Counter-Strike,76561198983106722,0,3,603,166,603,1698185228,spanish,"El viejo cs 1.6. En los servidores se siguen insultando igual que antaño, es lo mejor ajaja. 10/10 una obra maestra",1698198548,1698198548,1,0,0,0.0,0,1,0,0,1,""
148822673,10,Counter-Strike,76561198040146673,0,3,591,6,591,1698007225,brazilian,"kkk melhor de todos os tempos",1698196120,1698196120,1,0,0,0.0,0,0,0,0,1,""
148819782,10,Counter-Strike,76561198040493293,0,13,6317,0,6317,1692230099,english,"it's good",1698191783,1698191783,1,0,0,0.0,0,1,0,0,1,""
148819138,10,Counter-Strike,76561198151652720,18,7,32,0,32,1560265743,russian,"В ходе длительных исследований было установлено, что сильнее всего сажает почки не нефильтрованное пиво, а нефильтрованный базар!",1698190671,1698190671,1,0,0,0.0,0,1,0,0,1,""
148818643,10,Counter-Strike,76561197986495522,0,2,104984,90,104984,1698189746,polish,"szybkie proste i konkretne",1698189955,1698189955,1,0,0,0.0,0,0,0,0,1,""
148818443,10,Counter-Strike,76561198445394752,0,8,300,9,290,1698190299,english,tjucdg,1698189627,1698189627,1,0,0,0.0,0,0,0,0,1,""
148817954,10,Counter-Strike,76561198808449999,6,3,100815,1031,100373,1698263115,russian,/,1698188903,1698188903,1,0,0,0.0,0,1,0,0,1,""
148816195,10,Counter-Strike,76561197991752890,0,3,99949,9,99939,1698187544,spanish,"El papa de todos los juegos fps",1698186392,1698186392,1,0,0,0.0,0,0,0,0,1,""
148815909,10,Counter-Strike,76561197960286755,0,1,3337,0,3337,1589633152,english," best game ever",1698186019,1698186019,1,0,0,0.0,0,0,0,0,1,""
148814984,10,Counter-Strike,76561198059577050,129,15,397,1,396,1698184930,english,"I didn't get to play it during its peak. But even after 20 years it is a good game.",1698184875,1698184875,1,0,0,0.0,0,1,0,0,1,""
148813889,10,Counter-Strike,76561197985022462,0,1,10548,0,10548,1513876074,english,:),1698183578,1698183578,1,0,0,0.0,0,0,0,0,1,""
148811753,10,Counter-Strike,76561199478488125,20,1,1237,605,1107,1698302637,russian,"советую всеем ",1698181191,1698181191,1,0,0,0.0,0,1,0,0,1,""
148811242,10,Counter-Strike,76561199364645452,7,1,5217,1349,5149,1698335935,polish,"👍😊😂👌",1698180659,1698180659,1,0,0,0.0,0,1,0,0,1,""
148808045,10,Counter-Strike,76561199563280083,0,1,708,708,708,1698005563,english," best game ever",1698177336,1698177336,1,0,0,0.0,0,1,0,0,1,""
148807718,10,Counter-Strike,76561199521550838,13,4,997,530,961,1698311672,russian,"Значительно лучше чем CS2 ",1698177021,1698307463,1,0,0,0.0,0,0,0,0,1,""
148806352,10,Counter-Strike,76561199087116717,9,2,9910,221,9902,1698184770,english,"BEST GAME ",1698175751,1698175751,1,0,0,0.0,0,1,0,0,1,""
148804008,10,Counter-Strike,76561198384767328,12,1,27800,38,27800,1697925825,english,"the game of my childhood",1698173561,1698173561,1,0,0,0.0,0,0,0,0,1,""
148798592,10,Counter-Strike,76561197982057981,417,42,1024,168,856,1698179165,english,njeh,1698168980,1698168980,1,0,0,0.0,0,1,0,0,1,""
148797435,10,Counter-Strike,76561198177110265,0,2,18315,330,17985,1698340251,english,"1 of the most epic and enjoyable game ever!The main engine for the CS series! Recommend for people who feel nostalgic and new players as well!110% worth the time!",1698168019,1698168019,1,0,0,0.0,0,1,0,0,1,""
148796743,10,Counter-Strike,76561199564282326,0,11,19,19,19,1698144137,turkish,"İŞTE ASIL COUNTER STRİKE",1698167450,1698167450,1,0,0,0.0,0,1,0,0,1,""
148794452,10,Counter-Strike,76561199527199148,0,3,785,760,428,1698203922,spanish,"ehh el no steam es mejor",1698165480,1698165480,1,0,0,0.0,0,1,0,0,1,""
148794320,10,Counter-Strike,76561198405196759,37,12,181,53,181,1697922949,english,"classic. the best of the best since '03. with cs:go removal the main new cs.",1698165356,1698165356,1,0,0,0.0,0,1,0,0,1,""
148794209,10,Counter-Strike,76561199445490677,43,7,449,165,348,1698233944,ukrainian,"Дуже лампова та ностальгійна гра, мені 14 років, але гра викликає ностальгію за часами ери Java ігор, дуже активні люди в грі (і не тільки, в голосовий чат таке говорят шо ну...), гра тримає хороший онлайн. Дякую за таку крутезну гру Valve.",1698165228,1698165228,1,0,0,0.0,0,1,0,0,1,""
148794096,10,Counter-Strike,76561199259099815,47,2,507,507,503,1698173418,portuguese,"Counter-Strike é, sem exagerar, o melhor jogo de FPS alguma vez já feito. Feito em 1999, o CS é um jogo táctico de tiros onde duas equipas (Contra-Terroristas e Terroristas) lutam uma contra a outra, onde para vencer é preciso ou matar todos os inimigos, plantar a bomba ou desarmá-la. Para a época, fora uma grande novidade, visto que tratasse de um mod do Half-Life.   Ainda hoje, em pleno 2023, é um jogo que continua a ser muito jogado - principalmente pelos jogadores da ""velha guarda"" - e não deixa de ser uma grande fonte de entretenimento para todos! Jogo-o desde os meus 12-13 anos e nunca parei de jogar. Desde novo, a jogar nos servidores portugueses com pessoas a rondar os seus 30-40-50 anos de idade após sair da escola. Antigo membro orgulhoso da antiga equipa [TugasMadrugas] (Sr. Bigodes era o meu nome) e de que hoje tenho muitas saudades.   Hoje em dia, os servidores portugueses são praticamente inexistentes, ora porque passaram definitivamente para o CS:GO (agora CS 2), ora porque deixaram definitivamente de jogar. Envelhecer tem destas coisas. Contudo, ainda existem muitos servidores por esse mundo fora e muito activos, estando todos eles praticamente sempre cheios.   Counter-Strike será sempre um jogo que ficará para sempre na minha memória e é um jogo que ainda hoje o jogo e que, muito provavelmente, continuarei a jogar por muitos anos. Pelos menos até quando puder.   Recomendo vivamente a todos! Muito melhor que o CS 2!",1698165109,1698165109,1,0,0,0.0,0,1,0,0,1,""
148792308,10,Counter-Strike,76561199200557750,0,1,3508,790,3107,1698341221,romanian,nice,1698163127,1698163127,1,1,0,0.523809552192688,0,1,0,0,1,""
148792179,10,Counter-Strike,76561199474025624,0,1,341,1,341,1697984193,russian,"топ",1698162965,1698162965,1,0,0,0.0,0,1,0,0,1,""
148791934,10,Counter-Strike,76561198813563692,25,3,13442,3853,12535,1698333126,schinese,"欲买桂花同载酒，终不似，少年游。",1698162698,1698162698,1,8,0,0.638706386089325,0,1,0,0,1,""
148790649,10,Counter-Strike,76561198880637646,24,7,1089,598,747,1698330553,english,"yeyeee ",1698161147,1698161147,1,0,0,0.0,0,1,0,0,1,""
148790031,10,Counter-Strike,76561198983314376,86,3,1025,432,1025,1697967540,russian,2,1698160434,1698160434,1,0,0,0.0,0,0,0,0,1,""
148786895,10,Counter-Strike,76561198356050879,0,2,6431,531,6271,1698248435,spanish,"por la grafica",1698156726,1698156726,1,0,0,0.0,0,1,0,0,1,""
148786817,10,Counter-Strike,76561198272277155,0,5,422,8,422,1697734273,english,"++ ",1698156643,1698156643,1,0,0,0.0,0,1,0,0,1,""
148786750,10,Counter-Strike,76561198094497812,0,2,59,0,59,1383626112,brazilian,nice,1698156569,1698156569,1,1,0,0.523809552192688,0,1,0,0,1,""
148786472,10,Counter-Strike,76561199052311882,0,2,269924,38,269886,1698157876,english,(Y),1698156245,1698156245,1,0,0,0.466101676225662,0,1,0,0,1,""
148782872,10,Counter-Strike,76561199091791768,226,4,183,0,183,1696696306,spanish,"Hermosas épocas... trae mucha nostalgia",1698151381,1698151381,1,0,0,0.0,0,1,0,0,1,""
148780778,10,Counter-Strike,76561198089332778,0,14,75,75,75,1697891875,russian,Yes,1698148184,1698148184,1,0,0,0.0,0,1,0,0,1,""
148775311,10,Counter-Strike,76561199323302599,0,16,354,92,262,1698256174,russian,"пиу пиу пау пау хедшот втыш бам дабл кил ю даед",1698137456,1698137456,1,0,0,0.0,0,1,0,0,1,""
148771907,10,Counter-Strike,76561199239215932,122,10,150,57,150,1697836741,russian,"Жена сказала если будет 10 лайков и 5 наград , она купит ящик пива, мужики выручайте",1698129208,1698129208,1,15,0,0.679611623287201,0,1,0,0,1,""
148770243,10,Counter-Strike,76561199209044139,27,2,2117,0,2117,1696018023,turkish,"10 yıldır oynuyorum hala 1.6",1698125077,1698125077,1,0,0,0.0,0,1,0,0,1,""
148767868,10,Counter-Strike,76561199523749609,0,2,402,15,402,1697959747,turkish,"sarıyo",1698119698,1698119698,1,0,0,0.0,0,1,0,0,1,""
148767748,10,Counter-Strike,76561198861419906,32,7,572,31,572,1697911841,spanish,"los mejores servidores dedicados de un videojuego",1698119404,1698119404,1,0,0,0.0,0,1,0,0,1,""
148766927,10,Counter-Strike,76561199237445975,29,5,910,766,900,1698315856,turkish,"okıyooo ",1698117654,1698117654,1,0,0,0.0,0,1,0,0,1,""
148766146,10,Counter-Strike,76561199425579330,0,5,606,423,593,1698278144,spanish,lol,1698116086,1698116086,1,0,0,0.0,0,1,0,0,1,""
148765733,10,Counter-Strike,76561199273584895,0,3,868,233,805,1698294131,spanish,"Ta bien piolaaaaaaa todos se re bandean entre si pero esta re piolaaaaa",1698115281,1698115281,1,1,0,0.523809552192688,0,1,0,0,1,""
148763974,10,Counter-Strike,76561198183873126,128,68,354,139,333,1698308235,english,"A classic.",1698111887,1698111887,1,0,0,0.0,0,1,0,0,1,""
148762498,10,Counter-Strike,76561199176723878,0,1,8427,1283,8218,1698340431,brazilian,wada,1698109157,1698109157,1,0,0,0.0,0,1,1,0,1,""
148760632,10,Counter-Strike,76561199095770545,24,7,297,297,193,1698281498,english,"xd esta bueno por la nostalgia...",1698105455,1698105455,1,0,0,0.0,0,1,0,0,1,""
148760571,10,Counter-Strike,76561199130655136,95,2,19308,1439,19070,1698265370,spanish,messi,1698105338,1698105338,1,0,0,0.0,0,1,0,0,1,""
148759515,10,Counter-Strike,76561199067729020,0,6,149,0,149,1696545885,latam,interesante,1698103247,1698103247,1,0,0,0.0,0,1,0,0,1,""
148758361,10,Counter-Strike,76561198078285398,0,2,593,104,488,1698192927,brazilian,"Um clássico.",1698101185,1698101185,1,1,0,0.523809552192688,0,1,0,0,1,""
148757230,10,Counter-Strike,76561199526637222,13,1,697,610,682,1698140277,turkish,"cs 2 den daha iyi net 40k pc var ama cs 1.6 vazgeçilmez aga ",1698099133,1698099133,1,0,0,0.0,0,1,0,0,1,""
148757224,10,Counter-Strike,76561197960732513,9,1,9846,5277,8829,1698260850,hungarian,top1,1698099126,1698099126,1,0,0,0.0,0,0,0,0,1,""
148756882,10,Counter-Strike,76561198372273902,123,25,1623,68,1555,1698102830,turkish,"süper",1698098568,1698098568,1,0,0,0.0,0,1,0,0,1,""
148755695,10,Counter-Strike,76561199486910150,0,3,966,655,680,1698339545,spanish,"Bien estructurado ",1698096567,1698096567,1,0,0,0.0,0,1,0,0,1,""
148754155,10,Counter-Strike,76561198812026821,34,3,4130,1168,3763,1698337952,latam,"Clasicaso del cyber, muchos modos para jugar y pasarla chill ;)",1698094261,1698094261,1,0,0,0.0,0,1,0,0,1,""
148754060,10,Counter-Strike,76561199180855558,0,15,194,139,185,1698244195,italian,"man, i sure do love countering the strike",1698094122,1698094122,1,0,0,0.0,0,1,0,0,1,""
148751911,10,Counter-Strike,76561199276151339,9,3,6875,907,6875,1698090849,russian,"я узнал что я играю с читами узнал что меня ебали во все дыры узнал что школьники нелюди очень позновательно",1698091136,1698091136,1,1,0,0.0,0,0,0,0,1,""
148751240,10,Counter-Strike,76561199227177754,12,5,522,0,522,1696102792,english,"great game",1698090217,1698090217,1,0,0,0.0,0,1,0,0,1,""
148749613,10,Counter-Strike,76561199466224106,55,17,236,1,236,1697837485,ukrainian,"кс1.6}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}",1698088010,1698088010,1,1,0,0.0,0,1,0,0,1,""
148749129,10,Counter-Strike,76561198843277905,0,3,270,270,240,1698175091,russian,"imba ",1698087381,1698087381,1,1,0,0.0,0,1,0,0,1,""
148748070,10,Counter-Strike,76561198302562849,137,65,37,33,37,1698016239,polish,"👨‍👩‍👧‍👦 Przeznaczona dla: ☐ Dzieci ☐ Nastolatków ☐ Dorosłych ☑ Wszystkich  🌄Grafika: ☐ Ziemniak ☐ Naprawdę zła ☐ Zła ☐ Ok ☐ Dobra ☑ Piękna ☐ Przepiękna ☐ Arcydzieło  🤑Cena: ☐ Kupić od razu z pełną ceną na steam ☑ Poczekać na wyprzedaż ☐ Lepiej kupić w internetowych sklepach ☐ Droga nawet na wyprzedaży ☐ Lepiej zwróć tą grę póki możesz ☐ Po prostu tego nie kupuj ☐ Produkcja jest dostępna za darmo!  💻Wymagania: ☑ Ziemniaczany PC ☐ Niskie ☐ Średnie ☐ Dobry komputer ☐ Komputer za 5000 ☐ Komputer z NASA  💀Poziom trudności: ☐ Potrzebujesz tylko dwóch sprawnych rąk ☐ Łatwy ☑ Średni ☐ Trudny ☐ Łatwiejszy jest Dark Souls  ⏳Czas gry: ☐ Krótkie (2-8 godzin) ☐ Parę godzin (8-12 godzin) ☐ Całkiem długie (12-24 godzin) ☐ długie (+24 godzin) ☑ Bardzo długie (+60 godzin)  📚Fabuła: ☑ Brak ☐ Wciąż lepsza od Zmierzchu ☐ Może być ☐ Dobra ☐ Fantastyczna ☐ Najlepsza  🐞Bugi: ☐ Gra nie powinna zostać nigdy wydana ☐ Bugi niszczą ją ☐ Dużo bugów ☐ Średnia ilość bugów ☐ Mała ilość ale bugi ☐ Ledwo widoczne ☑ Brak bugów",1698085969,1698085969,1,0,0,0.0,0,1,0,0,1,""
148746194,10,Counter-Strike,76561198959866114,0,1,347,96,250,1698176973,turkish,"çok iyi oyun",1698083662,1698083662,1,0,0,0.0,0,1,0,0,1,""
148745354,10,Counter-Strike,76561199195018092,25,4,234,148,197,1698331858,english,"kantır",1698082560,1698082560,1,0,0,0.0,0,1,0,0,1,""
148744736,10,Counter-Strike,76561198234706276,184,1,797,0,797,1618560851,russian,"Самая лучшая игра",1698081719,1698081719,1,1,0,0.0,0,1,0,0,1,""
148743844,10,Counter-Strike,76561199490629561,0,1,403,403,364,1698308901,russian,"игра для настоящих мужиков",1698080543,1698080543,1,1,0,0.0,0,1,0,0,1,""
148743248,10,Counter-Strike,76561198283422989,82,5,272,13,259,1698142736,hungarian,"szar jatek xddd",1698079785,1698079785,1,0,0,0.0,0,1,0,0,1,""
